Word1,Word2,Rhyme
habitual,indemnity,0
kingery,microsystems,0
programing,diagraming,1
erakat,pompa,0
endproducts,endproducts,1
greenest,greenest,1
victors,monje,0
overpowering,micaela,0
downing,drowning,1
asthma,tangibly,0
canvas,canvas,1
atlantan,helping,0
bechtol,typesetting,0
ravan,gavan,1
difabio,difabio,1
kansas,buttermilk,0
casten,yackley,0
drummed,cradling,0
bosley,docker,0
awning,likely,0
staple,honorable,0
conyer,conyer,1
correia,zoellner,0
majestically,corning,0
scaturro,montemurro,1
proctorsilex,silex,1
nacchio,unseemly,0
faucher,headliners,0
shurtleff,veltri,0
cecos,putney,0
disorderly,opened,0
mulhern,wallowing,0
hunziker,expected,0
different,different,1
dith,follett,0
ischemia,vremya,1
outlasts,precaution,0
hofland,hofland,1
roosted,teased,0
wasil,bhosle,1
nodded,yuppies,0
polonium,nightclubs,0
embryonic,edmondson,0
thewlis,pulice,1
wagered,majored,1
waterbottle,coprocessors,0
milliron,difference,0
dekom,beckum,1
szymczak,klimczak,1
nonnatives,rienstra,0
hypertrophic,midcap,0
bushell,bushell,1
junod,junod,1
savard,havard,1
stopper,ism,0
triathlon,triathlon,1
altshuler,altschuler,1
yourselfer,yourselfer,1
haruo,matsuo,1
antidumping,dumping,1
branson,sanson,1
proactively,retroactively,1
mcevilly,underestimate,0
laaco,ayako,1
spectacle,baghdad,0
underpayment,incredulous,0
captions,captions,1
swofford,wafford,1
weichel,gladu,0
birchler,birchler,1
fundraisers,broderson,0
bhattacharjy,gebbie,0
eurasian,eurasian,1
clunkers,leapfrogged,0
divinities,functioning,0
costin,authier,0
temp,removals,0
trajectory,rectory,1
fanatically,fanatically,1
lingg,zingg,1
spying,dying,1
exhibitionist,planted,0
buttermilk,beales,0
buzan,cruzen,1
dettmer,detmer,1
industrial,rovers,0
referenced,preferenced,1
sisemore,sisemore,1
ripke,lipke,1
saffer,safir,1
eduard,glenham,0
bobbett,bobbitt,1
jacobo,bobo,1
ammerman,amerman,1
abler,ubiquity,0
measured,treasured,1
botha,botha,1
brunty,brunty,1
tesla,indian,0
hailand,layland,1
assyrians,laughlin,0
verba,levien,0
mabley,bulfinch,0
medler,tebben,0
catches,troxell,0
secrest,secrest,1
osterhout,failures,0
sherfield,pattin,0
tarbet,tunison,0
rancho,oatman,0
litany,towering,0
prinkey,torrents,0
pottle,cylindrical,0
oaths,downpayments,0
ksiazek,ksiazek,1
iolanthe,dillenburg,0
bozeman,bozeman,1
tipa,bliven,0
coziness,hastings,0
density,density,1
javett,balcer,0
nonpacifists,pacifists,1
monaghan,madelyn,0
blouses,verret,0
roundly,glenham,0
vanishing,tubule,0
overwhelm,helm,1
scuttlebutt,infrequency,0
gantlet,rosalind,0
marken,wozniak,0
allais,zelvin,0
servers,sadeh,0
measurable,vers,0
spiraling,dvoracek,0
sleven,beaven,1
jimenez,bartels,0
wadle,stripped,0
vandyk,landeck,1
rincon,rincon,1
jaqua,rebalancing,0
hyogo,tegucigalpa,0
micromanaging,fritzsche,0
mosko,scrambled,0
rathel,aramis,0
rearranged,somatotropin,0
cult,parametric,0
disembody,conradi,1
hults,twelve,0
arbel,pflaum,0
kellett,avoiding,0
olcott,basquez,0
ringley,picketing,0
gittings,fittings,1
desmond,tsuji,0
plinius,nemesis,0
merrigan,merrigan,1
annually,manually,1
castleman,casselman,1
glittering,rohweder,0
reducible,braniff,0
nemmers,calton,0
parazoa,mladenic,0
suzy,balbo,0
labat,fusco,0
brinkmeier,brinkmeier,1
journals,greenberg,0
geerts,robes,0
beeks,blaikie,0
stuarts,kemner,0
axa,maxa,1
cartier,discouraging,0
ripplinger,brockert,0
huta,huta,1
oreo,populous,0
hudgins,harrisburg,0
arnow,leaps,0
disheartening,paddling,0
uart,dewart,1
woodrome,stumped,0
bemused,bruised,1
cuppy,cuppy,1
rumford,rumford,1
willison,milleson,1
supports,sports,1
nitro,rapacz,0
expulsions,robyn,0
tashin,gobbling,0
durham,durum,1
denoting,koetting,1
irregulars,claunch,0
philpott,philpot,1
hassinger,tegtmeier,0
decedent,furlough,0
ewings,henigan,0
supranational,irrational,1
callejas,starring,0
windy,ueberroth,0
babington,laundering,0
cojuangco,bronco,1
delmarva,larva,1
gruhlke,sydow,0
lessard,straub,0
chloroplasts,enthusiasts,1
tappen,tappen,1
kassab,barriers,0
clabaugh,clabaugh,1
brimmed,rupert,0
aftertastes,dengler,0
abundance,nonpoisonous,0
mancha,blackening,0
rhodium,contentioned,0
hoggart,clinically,0
prokofiev,theocracy,0
performative,ripened,0
gamely,kazuo,0
stickney,pickney,1
westerner,onofre,0
diacritical,ortis,0
niven,ivan,1
costley,greenville,0
slaby,benzene,0
encouraging,discouraging,1
assembling,dissembling,1
appraises,buckler,0
kovar,hendy,0
citron,recapturing,0
contacted,zapf,0
castel,technophobe,0
antecedent,sherva,0
housebroken,portner,0
moises,dziak,0
watland,apartheid,0
vegh,reg,1
peveler,peveler,1
billingsly,jenkins,0
awestruck,tamke,0
intermedics,ascendency,0
fervor,preserver,1
bunkley,parcels,0
borghi,borghi,1
ethically,ensnared,0
grouchy,grouchy,1
hedin,celene,0
smeby,beeby,1
reestablish,fundamentalists,0
bassham,kostick,0
tonkin,edgy,0
kafkaesque,statuesque,1
refreshes,agent,0
venema,watches,0
contingents,wells,0
kivett,rivett,1
dimmed,painkillers,0
organs,morgans,1
escondido,fredo,1
ousley,oahu,0
candied,virtuosity,0
weissenborn,lucienne,0
disgraceful,antle,0
avner,alquist,0
hafen,borchers,0
rottenberg,sandos,0
freddie,scouten,0
gulbranson,lavecchia,0
rippling,rippling,1
observer,preserver,1
auker,chalker,1
blomgren,zwerdling,0
embodies,dimmick,0
juggling,sandbagger,0
reservationists,scampered,0
monolingual,duvalier,0
silverthorn,silverthorne,1
lascivious,oblivious,1
counsellors,councilors,1
multivision,momentous,0
bagman,landrith,0
bernhardt,partnership,0
hashes,campbell,0
pellum,bellum,1
muharram,sarum,1
hillegas,villegas,1
america,warrants,0
radakovich,radakovich,1
barkeley,bench,0
shankland,frankland,1
rigor,reversible,0
postnatal,joys,0
kimono,iona,1
unconditionally,achaean,0
intention,inattention,1
rutzen,sediment,0
manage,batzel,0
rebus,rucker,0
zajic,aeronautic,0
actavas,brownies,0
gowin,deloria,0
passively,insult,0
coincided,confided,1
fangs,fleisher,0
leverette,saavedra,0
suggs,bugs,1
enliven,predecessors,0
kovich,drinks,0
article,crutches,0
frontal,humphry,0
nork,storch,1
verbatim,alysheba,0
enlivens,diaries,0
contacting,woodland,0
copper,chopper,1
scuffling,scuffling,1
dyslexic,anorexic,1
calligan,surprises,0
hemby,radiant,0
vancampen,windon,0
rohrbach,majoring,0
filters,zealot,0
corva,regrettable,0
legent,employable,0
failures,woodle,0
emerick,caponigro,0
teleglobe,teleglobe,1
amandas,kloeckner,0
wayans,wayans,1
tharrington,deadlocked,0
bronchoscope,difabio,0
intestine,biospheres,0
satiric,wirick,1
uninterested,sumida,0
hughston,beyond,0
embler,embler,1
synoptics,optics,1
mendez,mendez,1
bergerson,fergerson,1
deidre,inseparably,0
staffer,tosco,0
leftwinger,knupp,0
disgruntled,disgruntled,1
rages,grainery,0
russert,wassum,0
alysheba,ciba,1
candler,chandler,1
vogue,preference,0
leggett,leget,1
byproducts,byproducts,1
eichner,leichner,1
reopen,koeppen,1
landscaping,penry,0
undercutting,undercutting,1
overgrazing,childraising,1
tripple,simonton,0
phenomenally,phenomenally,1
malefactors,contractors,1
geopolitically,mertens,0
ludlam,rubble,0
willingly,chillingly,1
polished,demolished,1
filth,tilth,1
crossen,mccrossen,1
flickinger,creps,0
koerber,gretna,0
protuberance,terrestrial,0
lukehart,deneke,0
bullins,households,0
loosely,thallium,0
wardens,jordans,1
basis,morrisette,0
muggy,hezbullah,0
izaguirre,dunmire,1
scientific,scientific,1
gearhart,gearheart,1
pasch,conveyance,0
dowler,epson,0
gruesome,newsome,1
blotted,frappier,0
koonce,iniquity,0
honold,konold,1
rupard,disabling,0
boeckel,boeckel,1
rupees,unpunished,0
probably,improbably,1
morehouse,culvahouse,1
weichert,slokum,0
zavodny,american,0
mcroy,repented,0
saeger,hadria,0
befort,phylogeny,0
marylin,marilin,1
interfaces,rorschach,0
blockbusters,filibusters,1
mauser,astounded,0
sabin,ormonde,0
murthy,satellites,0
quivering,hockberg,0
cleghorn,gleghorn,1
surfacing,unwavering,0
vicinity,affinity,1
melberg,bulging,0
fugitt,fugitt,1
airfoils,gurtler,0
fujiya,especial,0
safran,mccrady,0
effective,protective,1
glasby,lanzi,0
shipwrights,fortnights,1
indentured,gettman,0
bacha,segment,0
gandolfo,gandolfo,1
marsteller,storyteller,1
masden,basden,1
ayo,talmadge,0
slicked,alarid,0
paulk,turbin,0
purim,landscaping,0
reinstalls,wernert,0
junot,exemption,0
ardelia,omelia,1
bystrom,goben,0
nodule,heeg,0
hudkins,jowett,0
lascivious,oblivious,1
lenscrafter,bosco,0
griffith,griffeth,1
reverent,cadavers,0
heroes,yonker,0
szumski,guses,0
housebroken,metheney,0
astonished,dimarzo,0
prevalence,burnable,0
bindel,tindol,1
gilberto,cofflin,0
hypothetical,heretical,1
untangling,gunkel,0
changing,fishmonger,0
injunction,function,1
verifiable,classifiable,1
langeland,chomp,0
clustering,flustering,1
essick,geodesic,1
hibbitts,tibbets,1
americano,casciano,1
burdin,ketchup,0
dionisio,aparicio,1
cosic,ulger,0
leask,leask,1
hutzell,brumitt,0
hanlin,scanlin,1
crookston,bottomfish,0
kimler,episode,0
ceres,halterman,0
fetrow,jetro,1
cartons,armington,0
kinzie,colinas,0
helgren,outfoxes,0
marshal,mudslinging,0
bowyer,bowyer,1
freemen,dubas,0
cathell,hestand,0
schembri,pirkl,0
radakovich,wishes,0
sybil,mccluskey,0
matzen,fizzles,0
contractor,divestments,0
hallgren,delia,0
fervent,avitabile,0
bookin,jirga,0
workhorse,synoptics,0
aeronautic,berchtesgaden,0
yeatman,mealer,0
mario,rosario,1
carrigan,carrigan,1
hausman,berdahl,0
tickets,rickets,1
courage,courage,1
unnaturally,unnaturally,1
menu,carborundum,0
punchy,rationed,0
klimer,heimer,1
hopfer,utt,0
gertrude,washed,0
becket,pecot,1
unwisely,upheavals,0
tallying,kelker,0
mcpeek,fulco,0
mastiff,gallet,0
needelman,needelman,1
decedents,rubley,0
buschman,dabbling,0
political,amerco,0
nondurables,gonet,0
viveiros,shapiros,1
dimitrius,mistaking,0
emde,carrig,0
gulas,routhier,0
frevert,severt,1
lindholm,stenholm,1
neatness,completeness,1
cranfill,hairs,0
sacrificed,digrazia,0
tretinoin,tretinoin,1
weild,neild,1
turco,perko,1
mesmer,klezmer,1
ehrlich,nerlich,1
rodefer,rodefer,1
axsom,competitive,0
shielded,smallpox,0
lauded,lauded,1
beshears,beshears,1
cecilia,coughenour,0
riehle,jerkins,0
schoof,schoof,1
winfrid,winfrid,1
circling,loesche,0
symonds,zarate,0
alanis,breathing,0
townson,zurek,0
indefinable,certainly,0
uninjured,baswell,0
rossin,cossin,1
tasseled,tasseled,1
hickmon,presby,0
chuckled,knuckled,1
reusser,bendick,0
retherford,herford,1
entomb,mohamadi,0
circular,lives,0
dioxides,hydroxides,1
punished,breunig,0
trickling,pinkwater,0
takasago,redemption,0
rosabelle,impossible,1
unleaded,orix,0
inquiring,bergemann,0
jellison,ellison,1
comparisons,comparisons,1
causes,causes,1
protean,overcoming,0
density,bergh,0
rachford,dacha,0
waskiewicz,waskiewicz,1
sprague,mccaig,1
klipfel,heeded,0
rudin,rosalynd,0
maertens,maertens,1
bickwit,bickwit,1
hamal,hamal,1
femoral,refurbishing,0
padlocked,weathered,0
klemann,unfeasible,0
williard,williard,1
briancon,plonka,0
saintly,faintly,1
culturalism,wessels,0
analogic,tajik,1
coogan,pavlovian,0
partridge,aerolineas,0
signalled,describable,0
encouraging,mui,0
clamored,enamored,1
televangelist,mommens,0
sharply,oberman,0
salaz,salas,1
subprincipals,cobian,0
gettings,marsch,0
underberg,donkey,0
hundred,harff,0
laminar,laminar,1
roig,hoerner,0
beverage,lat,0
olack,polack,1
minium,urda,0
mccaffrey,mccaffrey,1
irregulars,gundrum,0
parried,varied,1
doubling,doubling,1
laboriously,espiritu,0
sybert,revolvers,0
inseparable,inseparable,1
metrically,enclosed,0
crumbling,keister,0
porgy,flesh,0
russin,burgling,0
jacobo,mobsters,0
partridge,partridge,1
kersting,crafts,0
abrasions,kittell,0
hydroxides,dancers,0
exhausted,overfelt,0
fryberger,myrta,0
dinars,birdfinder,0
mounted,surmounted,1
wetherell,belaboring,0
shenker,routed,0
dishonesty,sawshank,0
dworak,weidenbaum,0
cards,attebury,0
kincer,refunds,0
varnished,unvarnished,1
modrow,evandro,1
breaths,breaths,1
bosqi,petroski,1
paradis,guedry,0
rival,arrival,1
milliseconds,nanoseconds,1
faust,thelin,0
headwinds,marzec,0
distribute,contribute,1
mccandless,mccandless,1
aho,dinsmore,0
misfits,cockpits,1
adelphia,nelia,0
goris,forests,1
geographical,schnetzer,0
bartosiewicz,massively,0
rappoport,stationed,0
linowes,sherrard,0
octopus,precedents,0
spiky,sabat,0
schellenberg,altimetry,0
signage,signage,1
disabled,abled,1
maish,bookie,0
surges,jackovich,0
markus,fermin,0
strifes,hiccough,0
kalan,halberg,0
enlightening,jessamine,0
protests,mayland,0
presbyterian,liberian,1
wometco,carnegie,0
stiffly,croslin,0
marcussen,babin,0
bermudas,disparity,0
willmott,willmott,1
morley,mailers,0
lindemann,lindaman,1
tolliver,interrupting,0
hoechst,virgen,0
pretended,recommended,1
fritze,literate,0
bockman,kochman,1
sudler,forrer,0
warrants,eustace,0
towered,faxon,0
determinative,thinker,0
dostoevsky,snuggle,0
unsung,enthusiasts,0
gelfand,gelfand,1
holtzman,holtzman,1
fulghum,fulgham,1
uncertain,antecedents,0
finster,minster,1
encouraging,ravage,0
chisler,wallace,0
nonelectrical,nonelectrical,1
orosz,schneberger,0
overloaded,linters,0
loewenthal,loewenthal,1
scaling,shambley,0
injury,shadbush,0
lido,libido,1
crumbling,reckoning,0
grumble,jumble,1
kristensen,reemployment,0
donnay,yamane,1
questioning,karos,0
foundries,inequities,0
negotiable,renfroe,0
buschmann,buschman,1
safran,bow,0
jackhammers,jackhammers,1
goswick,getulio,0
doherty,reebs,0
nitpicking,horlick,0
moonie,uni,1
candiotti,habsburg,0
diming,diming,1
docile,rossell,1
sepich,melva,0
massenburg,lynam,0
wageman,hageman,1
rappers,wrappers,1
architects,leiderman,0
cessna,accompli,0
transducers,mingled,0
plantain,hanten,1
skeptics,sorties,0
besieged,libman,0
noteworthy,noseworthy,1
hammas,devoss,1
tedium,tedium,1
critically,uncritically,1
leveraged,unleveraged,1
kischell,bischel,1
wobst,jobst,1
gidget,megaphones,0
humbler,clasby,0
pharmaceutical,biopharmaceutical,1
microcode,carload,1
fightings,writings,1
horenstein,shorenstein,1
tremmel,klebba,0
intolerable,lighthouses,0
eggshaped,eggshaped,1
stuckert,britannica,0
kalb,budget,0
frunze,kuns,1
externally,upheavals,0
droste,heringer,0
reprogrammed,raxter,0
hazelton,hazleton,1
salad,sumo,0
addison,undertaking,0
coyly,doily,1
decreased,boasted,0
kretzschmar,liabilities,0
blixt,mixte,1
monthly,anorexia,0
vanburen,starfish,0
toyo,blacksher,0
flye,traded,0
undertaken,pointed,0
wizened,wizened,1
erastus,learnt,0
banctexas,meissner,0
dobrin,religions,0
cockrill,cockrill,1
haith,grouchy,0
rebuked,duked,1
moorish,boorish,1
carved,starved,1
minit,linnet,1
wrongdoer,additionally,0
crucible,tig,0
prisburg,risberg,1
manzer,glanzer,1
huberman,huberman,1
wilbur,reinheimer,0
mcdonough,outrageously,0
broyles,foils,1
weberg,deposited,0
donlin,conlin,1
alessandro,coen,0
hillhaven,brookhaven,1
fetus,thetis,1
trudges,misjudges,1
moats,buoyant,0
honeycutt,huneycutt,1
molecule,goetabanken,0
fakes,wrangling,0
fretful,subsoil,0
vials,dials,1
wholesaler,greenmailer,1
electromagnets,happy,0
bothering,rexrode,0
rosalind,sedgewick,0
siekierski,windisch,0
astonishing,welte,0
interamerican,afroamerican,1
morays,barkdoll,0
showiest,blowiest,1
uplifting,airlifting,1
superheroes,zeroes,1
gentler,dentler,1
porches,torches,1
philippa,kneisley,0
foggiest,goslin,0
snavely,olive,0
fallopian,dibartolomeo,0
rowden,sorovski,0
truckers,fuckers,1
unfunded,milas,0
raburn,tractebel,0
chronically,purvis,0
chemists,chemists,1
rhyming,liming,1
potters,overstepping,0
inches,stockley,0
biffle,biffle,1
riots,winded,0
encountered,encountered,1
haliburton,announcers,0
krysiak,bunger,0
kellams,dumbing,0
babes,lamoreux,0
warding,hoarding,1
railroading,seligman,0
radically,endproducts,0
eastes,eastes,1
imagined,garble,0
darned,dwindles,0
defazio,fazio,1
fences,kestner,0
davidians,floridians,1
fetches,stretches,1
afterthoughts,awakened,0
cowabunga,cowabunga,1
hubler,hubler,1
ranted,depaula,0
magnets,magnets,1
kakos,anorexic,0
gregarious,ugandan,0
weatherspoon,weatherspoon,1
multiplexer,indexer,1
eerily,eerily,1
shrewdness,higgens,0
jopp,walla,0
broiling,gierhart,0
sethi,mcwethy,1
nicoson,nicoson,1
deontological,deontological,1
mandracchia,zapien,0
mehitabelle,impacted,0
ruposi,labrosse,1
arcturus,corl,0
berkson,petitioner,0
boxes,boxes,1
spitznagel,hufnagle,1
cohesive,melburn,0
horsman,horsemen,1
montalban,galban,1
daenzer,preliminarily,0
vicary,hickory,1
kaktovik,novick,1
popovich,rostropovich,1
sherriff,sheriff,1
wooley,russett,0
rebuilders,oberly,0
henricks,ornithological,0
huggett,nugget,1
mobsters,lobsters,1
emison,jemison,1
hilger,mcisaac,0
appendix,bendix,1
digrazia,advances,0
handier,coaxes,0
kirschenbaum,tizzy,0
westerfeld,arcos,0
baseless,graceless,1
busboys,cowboys,1
leonhardt,lichens,0
maj,bocanegra,0
usurping,holverson,0
irreverent,irreverent,1
kidnaped,overlapped,1
roving,hoving,1
weylin,bailyn,1
eletr,elater,1
colver,colver,1
storefronts,storefronts,1
meindl,megatons,0
uneasily,uneasily,1
mondrian,mitochondrion,1
zaher,recuperative,0
deemer,reamer,1
fabri,mabrey,1
brokered,herded,0
guberman,huberman,1
buczek,cardozo,0
shrewdness,rudeness,1
brawner,swaner,1
promotional,promotional,1
balsa,clasby,0
reconvenes,rekindling,0
redundant,leftwingers,0
assignment,confinement,1
rosabelle,carraher,0
grassroots,nierenberg,0
metzinger,finkler,0
ratchet,pythia,0
gutshall,councilors,0
mcglinchey,lusinchi,1
edwin,medwin,1
redemption,encroached,0
undiluted,refuted,1
woodhull,woodhull,1
winborn,abbate,0
grivas,olivas,1
apsell,cocuzza,0
ferderer,murderer,1
rosenburg,rosenburg,1
deemer,siemer,1
mocking,divisiveness,0
dosier,dosier,1
valda,daleth,0
ardent,alms,0
digitalis,sitzes,0
magnesium,kallal,0
maturity,painstakingly,0
leapfrogging,leapfrogging,1
entertainments,entertainments,1
junejo,vivas,0
subterfuge,embellish,0
rasmin,othman,0
peterman,oprah,0
eleen,cavern,0
roof,roof,1
coppin,rovers,0
spellacy,jealousy,1
deloach,coffel,0
mattias,hydock,0
kratky,eatable,0
exercisers,clobbering,0
hendryx,kwazulu,0
hellard,buzze,0
almer,unfortunate,0
hoyland,korba,0
habsburg,tunas,0
encourage,encourage,1
merkin,gilcrest,0
enfor,enfor,1
babbled,skinheads,0
donkey,shamberger,0
receded,stampeded,1
rearrangement,arrangement,1
chernin,chernin,1
hydroelectric,electric,1
betcha,imber,0
courthouse,counselors,0
waldoch,waldock,1
dickert,bulge,0
borwn,korzeniewski,0
moniker,sloniker,1
squashy,bidinger,0
gossage,quaintance,0
satins,latins,1
mcentire,mcentire,1
kimberly,wimberley,1
retrenchment,retrenchment,1
questrom,wheels,0
justiniano,wittily,0
forbes,bankruptcy,0
debatable,inflatable,1
nodded,sulak,0
repellent,cicippio,0
musacchio,chargeurs,0
unreceptive,trembly,0
pippen,alberto,0
talkers,walkers,1
mcconaughey,sudden,0
further,werther,1
divisible,lagunas,0
pakistanis,gunnery,0
greunke,anvil,0
fundamentalists,acceptably,0
donoghue,bashers,0
dimensioned,blackness,0
felkins,gulledge,0
haavelmo,guglielmo,1
westra,biros,0
wishy,claggett,0
waldholtz,waldholtz,1
central,central,1
kennington,pennington,1
rioted,puddle,0
overexposure,schlafly,0
merna,cerna,1
annunzio,pinheiro,0
cookston,donohue,0
marlborough,marlborough,1
megawatts,xylogics,0
starving,starving,1
hellyer,hellyer,1
adverse,countercharges,0
chernin,schachter,0
porcher,tae,1
raffety,crafty,1
pflaum,baum,1
milks,rozman,0
affiliate,dettman,0
positive,ogilvie,0
responded,twenties,0
hagans,hagens,1
isham,wisham,1
empie,blumenschein,0
andren,andren,1
incident,magnusson,0
chloroplasts,macomb,0
counterfeiting,retrofitting,1
bojenka,kolterman,0
narveson,turkeys,0
sharpshooter,troubleshooter,1
morones,briones,1
lauds,tadlock,0
tyo,io,1
warncke,warncke,1
jurgensen,everlastings,0
strassburg,waffles,0
paneling,dismantling,1
bronwen,bronwen,1
aloysius,aloysius,1
kalla,metrical,0
wieneke,willkie,0
waggling,haggling,1
eggers,segars,1
norwegians,norwegians,1
riveting,zinnia,0
restructure,savery,0
bratcher,mcdonnel,0
crumby,stanich,0
helsel,helsel,1
gramlich,smooths,0
jesus,capetown,0
wishner,deangelis,0
distinction,extinction,1
riskless,riskless,1
hood,duties,0
hooper,cooper,1
havner,brookins,0
dutro,saitta,0
spurdle,robbins,0
wallstreet,pushy,0
partner,matkin,0
unworkable,intellectual,0
samojlik,greulich,1
kudlow,hudlow,1
pubco,pubco,1
indifference,edgett,0
ogier,moneyweek,0
yardage,yardage,1
ailments,likely,0
brunker,corniche,0
beckons,beckoned,0
palmquist,palmquist,1
schemed,seemed,1
erlene,solitariness,0
daltons,waltons,1
satisfactory,biological,0
trombly,petunia,0
digital,siebe,0
glunz,mattocks,0
peppin,peppin,1
accumulatively,appreciatively,1
disembodied,socarras,0
lemmen,lemmen,1
bisson,bostra,0
gabrielsen,gabrielsen,1
zufall,zufall,1
octahedron,polyhedron,1
utz,imperiled,0
reestablished,reestablished,1
osmotic,logged,0
timetable,telecable,1
perimeter,abolish,0
bearup,bearup,1
unfeasible,olaughlin,0
davidian,antemeridian,1
heikes,heikes,1
disasters,mcmasters,1
traveling,travelling,1
additionally,conditionally,1
mahnken,onken,1
abolish,abolish,1
jurgensen,jurgenson,1
calkin,salkin,1
arnolphe,jochum,0
cartridge,felber,0
rebellion,spurts,0
dropkin,hoddur,0
seizure,fountain,0
performative,pogorzelski,0
jablon,keyless,0
marek,resubmitted,0
nyland,nylund,1
mildly,wildly,1
feazell,drycleaning,0
spaniard,spaniard,1
spicy,spicey,1
insult,catapult,1
loflin,loflin,1
dunford,munford,1
limped,hartlaub,0
alfie,calfee,1
pontes,surname,0
jaqua,aqua,1
peruzzi,alcoholics,0
krysiak,furbishing,0
guzek,buzek,1
diametrically,metrically,1
lisak,undistinguished,0
esarey,replanted,0
superabrasives,rodden,0
estrus,estrus,1
arabic,arabic,1
skyrocket,pickpocket,1
transoms,ransoms,1
acquirer,acquirer,1
dozing,kuznets,0
leija,findler,0
smarmy,carmie,1
shadowed,winkelmann,0
saleable,salable,1
reassembly,lambson,0
bilked,philippic,0
fetzer,setser,1
trudo,trudo,1
adjournment,purging,0
mcconahy,flexibly,0
didonna,foreshadowing,0
ratatisements,otaiba,0
attainder,flexibly,0
guenna,illina,1
kesling,nestling,1
kuder,yelvington,0
catolica,catolica,1
alicea,kuhlmann,0
tierno,acierno,1
russman,trudges,0
penry,purists,0
srebrenica,pizza,1
ellert,ehlert,1
simerson,fritchman,0
marcinkus,linkous,1
redevelopment,redevelopment,1
horacek,runnion,0
faber,lefebre,1
sidi,giddy,1
altar,psalter,1
rogier,rogier,1
arsons,wetherell,0
copytele,ryba,0
antidisestablishmentarianism,reenactments,0
careerist,forefathers,0
hopkins,finzel,0
langeland,peres,0
kurka,aumann,0
appalachian,marilyn,0
hitschler,clinical,0
falkenberg,hollenbach,0
quits,mitro,0
basix,eilan,0
omlor,omlor,1
copyreader,ringleader,1
quiles,aviles,1
hinchcliff,hinchcliff,1
mitschke,cypris,0
havel,pavel,1
redbook,mistrusting,0
ulm,predictably,0
larivee,crismon,0
technicolor,burkett,0
auditoriums,moratoriums,1
kinzlmaier,gunfire,1
midges,rejectionists,0
tatem,hatem,1
entrusted,disgusted,1
unconscious,unconscious,1
aleo,preschooler,0
marisa,bierley,0
barkhurst,incredible,0
saggese,aggies,1
lacock,bath,0
lacombe,luscombe,1
cheeked,piqued,1
scrap,crap,1
rumina,lumina,1
agematsu,daihatsu,1
resident,president,1
yanda,loughmiller,0
buttoned,parsed,0
ritenour,mcconaghy,0
failures,duvaliers,1
treetop,agitprop,1
jespersen,profit,0
konecny,brockmeier,0
pyburn,moench,0
wegmann,shannon,0
minis,supercomputer,0
hafey,cliffs,0
gooder,century,0
misused,beastie,0
croucher,easier,0
lendings,hilsinger,0
mightily,vitally,1
ellsberg,ellsberg,1
martensen,martenson,1
aftermath,poop,0
smisek,cisek,1
outmaneuvers,montagnier,0
euro,touro,1
traffic,vibbert,0
mutschler,reawakening,0
melisse,imperative,0
ordonez,quinonez,1
contests,talamantes,1
ages,schnackenberg,0
mesmer,kendra,0
brandau,chryseis,0
billiad,weiand,0
putney,chutney,1
bernt,burnt,1
dammerman,dammerman,1
tallies,misadventures,0
wiesman,creasman,1
stampeded,almer,0
hellstrom,hellstrom,1
fiddler,scrapiron,0
cai,pri,1
mcgols,qualls,1
unsettling,sillier,0
jittery,jittery,1
karstens,katherine,0
ruderman,abduction,0
bengalis,trolleys,1
kucharski,collignon,0
sickinger,etc,0
caras,maddening,0
kulig,lolling,0
voiced,whorls,0
charest,doberman,0
fervor,matas,0
barkan,outguessing,0
frontrunners,forerunners,1
catchers,dispatchers,1
ledford,christopher,0
reinsurer,fuhrer,1
kerkhoff,piet,0
flightsafety,thalmann,0
enjoyments,heffington,0
brunton,bunten,1
grayling,unavailing,1
geitner,whitener,1
streisand,condit,0
neugent,nugent,1
latham,tatham,1
mittelman,mumps,0
harvests,harvests,1
sneakers,bannister,0
benzes,benzes,1
mathews,matthews,1
kangyo,sangyo,1
bathed,leafhoppers,0
bruntz,peratis,0
lask,flask,1
dunster,claudia,0
slickest,stecher,0
strickler,brickler,1
protested,unprintable,0
farmed,armed,1
rathburn,rathburn,1
enactments,harrel,0
peddling,subsidence,0
violett,violett,1
egland,angerman,0
scythian,subassemblies,0
ikon,icon,1
remsen,victim,0
lieson,lieson,1
financings,refinancings,1
yahoos,zeglin,0
swaby,dobey,1
whitson,perkovic,0
commingled,kovich,0
baragi,rumbled,0
monkey,monkey,1
daniels,landgren,0
patiently,eliot,0
tonnesen,brunson,1
parsell,painted,0
sibyll,slovaks,0
cyrix,lyrics,1
syms,definite,0
gawronski,cohabit,0
macchia,mandracchia,1
pedophilic,lingard,0
defendant,superintendent,1
arrowheads,frieden,0
aretha,whitsell,0
expandable,understandable,1
hoppel,mcomber,0
descended,presuming,0
multilayered,quicksilver,0
prorok,butorac,1
munford,dunford,1
woeful,loeffel,1
yutaka,favorable,0
deloney,felony,1
textbooks,guidebooks,1
lamons,lamons,1
hostettler,zinda,0
asylum,family,0
epson,jepsen,1
leidner,athens,0
bahnsen,resentment,0
hooperman,candice,0
marko,barco,1
howitt,lasted,0
secretarial,mariel,1
minier,invasive,0
goodley,squandering,0
jueteng,bafokeng,1
articulates,elommal,0
feasts,milosevich,0
unremarkable,unremarkable,1
henzler,henzler,1
swapo,lunging,0
hassman,hubco,0
stayovers,criticality,0
phantom,allotropes,0
realists,realists,1
